station_id,datetime,pickup,dropoff,net,bike,dock,capacity
3065.0,2016-10-06 14:06:00,0,0,0,1,26,27
3065.0,2016-10-06 14:09:00,0,0,0,1,26,27
3065.0,2016-10-06 14:12:00,0,0,0,1,26,27
3065.0,2016-10-06 14:15:00,0,0,0,1,26,27
3065.0,2016-10-06 14:18:00,0,1,1,2,25,27
3065.0,2016-10-06 14:21:00,1,0,-1,1,26,27
3065.0,2016-10-06 14:24:00,0,0,0,1,26,27
3065.0,2016-10-06 14:27:00,0,0,0,1,26,27
3065.0,2016-10-06 14:30:00,0,0,0,1,26,27
3065.0,2016-10-06 14:33:00,0,0,0,1,26,27
3065.0,2016-10-06 14:36:00,0,0,0,1,26,27
3065.0,2016-10-06 14:39:00,0,0,0,1,26,27
3065.0,2016-10-06 14:42:00,0,0,0,1,26,27
3065.0,2016-10-06 14:45:00,0,0,0,1,26,27
3065.0,2016-10-06 14:48:00,0,0,0,1,26,27
3065.0,2016-10-06 14:51:00,0,0,0,1,26,27
3065.0,2016-10-06 14:54:00,0,0,0,1,26,27
3065.0,2016-10-06 14:57:00,0,0,0,1,26,27
3065.0,2016-10-06 15:00:00,0,0,0,1,26,27
3065.0,2016-10-06 15:02:00,0,0,0,1,26,27
3065.0,2016-10-06 15:05:00,0,0,0,1,26,27
3065.0,2016-10-06 15:08:00,0,0,0,1,26,27
3065.0,2016-10-06 15:11:00,0,0,0,1,26,27
3065.0,2016-10-06 15:14:00,0,0,0,1,26,27
3065.0,2016-10-06 15:17:00,0,2,2,3,24,27
3065.0,2016-10-06 15:20:00,3,0,-3,0,27,27
3065.0,2016-10-06 15:23:00,0,0,0,0,27,27
3065.0,2016-10-06 15:26:00,0,0,0,0,27,27
3065.0,2016-10-06 15:29:00,0,0,0,0,27,27
3065.0,2016-10-06 15:32:00,0,0,0,0,27,27
3065.0,2016-10-06 15:35:00,0,0,0,0,27,27
3065.0,2016-10-06 15:38:00,0,0,0,0,27,27
3065.0,2016-10-06 15:41:00,0,0,0,0,27,27
3065.0,2016-10-06 15:44:00,0,0,0,0,27,27
3065.0,2016-10-06 15:47:00,0,0,0,0,27,27
3065.0,2016-10-06 15:50:00,0,0,0,0,27,27
3065.0,2016-10-06 15:53:00,0,0,0,0,27,27
3065.0,2016-10-06 15:56:00,0,0,0,0,27,27
3065.0,2016-10-06 15:59:00,0,0,0,0,27,27
3065.0,2016-10-06 16:02:00,0,0,0,0,27,27
3065.0,2016-10-06 16:05:00,0,0,0,0,27,27
3065.0,2016-10-06 16:08:00,0,0,0,0,27,27
3065.0,2016-10-06 16:09:00,0,0,0,1,26,27
3065.0,2016-10-06 16:12:00,0,0,0,1,26,27
3065.0,2016-10-06 16:15:00,0,0,0,1,26,27
3065.0,2016-10-06 16:18:00,0,0,0,1,26,27
3065.0,2016-10-06 16:21:00,0,0,0,1,26,27
3065.0,2016-10-06 16:24:00,0,0,0,1,26,27
3065.0,2016-10-06 16:27:00,0,0,0,1,26,27
3065.0,2016-10-06 16:30:00,0,0,0,1,26,27
3065.0,2016-10-06 16:33:00,0,0,0,1,26,27
3065.0,2016-10-06 16:36:00,0,0,0,1,26,27
3065.0,2016-10-06 16:39:00,0,0,0,1,26,27
3065.0,2016-10-06 16:42:00,0,0,0,1,26,27
3065.0,2016-10-06 16:45:00,0,0,0,1,26,27
3065.0,2016-10-06 16:48:00,0,0,0,1,26,27
3065.0,2016-10-06 16:51:00,0,0,0,1,26,27
3065.0,2016-10-06 16:54:00,0,0,0,1,26,27
3065.0,2016-10-06 16:57:00,0,0,0,1,26,27
3065.0,2016-10-06 17:00:00,1,0,-1,0,27,27
3065.0,2016-10-06 17:03:00,0,0,0,0,27,27
3065.0,2016-10-06 17:06:00,0,1,1,1,26,27
3065.0,2016-10-06 17:09:00,0,0,0,1,26,27
3065.0,2016-10-06 17:12:00,0,0,0,1,26,27
3065.0,2016-10-06 17:15:00,0,0,0,1,26,27
3065.0,2016-10-06 17:18:00,0,0,0,1,26,27
3065.0,2016-10-06 17:21:00,0,0,0,1,26,27
3065.0,2016-10-06 17:23:00,0,0,0,1,26,27
3065.0,2016-10-06 17:26:00,0,0,0,1,26,27
3065.0,2016-10-06 17:29:00,0,0,0,1,26,27
3065.0,2016-10-06 17:32:00,0,0,0,1,26,27
3065.0,2016-10-06 17:35:00,0,1,1,2,25,27
3065.0,2016-10-06 17:38:00,0,0,0,2,25,27
3065.0,2016-10-06 17:41:00,1,0,-1,1,26,27
3065.0,2016-10-06 17:44:00,0,0,0,1,26,27
3065.0,2016-10-06 17:47:00,0,0,0,1,26,27
3065.0,2016-10-06 17:50:00,0,0,0,1,26,27
3065.0,2016-10-06 17:53:00,0,1,1,2,25,27
3065.0,2016-10-06 17:56:00,1,0,-1,1,26,27
3065.0,2016-10-06 17:59:00,0,0,0,1,26,27
3065.0,2016-10-06 18:02:00,0,0,0,1,26,27
3065.0,2016-10-06 18:05:00,0,0,0,1,26,27
3065.0,2016-10-06 18:08:00,0,0,0,1,26,27
3065.0,2016-10-06 18:11:00,0,0,0,1,26,27
3065.0,2016-10-06 18:14:00,0,0,0,1,26,27
3065.0,2016-10-06 18:17:00,0,0,0,1,26,27
3065.0,2016-10-06 18:20:00,0,0,0,1,26,27
3065.0,2016-10-06 18:23:00,0,0,0,1,26,27
3065.0,2016-10-06 18:26:00,0,0,0,1,26,27
3065.0,2016-10-06 18:29:00,0,0,0,1,26,27
3065.0,2016-10-06 18:32:00,0,0,0,1,26,27
3065.0,2016-10-06 18:35:00,0,0,0,1,26,27
3065.0,2016-10-06 18:38:00,0,0,0,1,26,27
3065.0,2016-10-06 18:41:00,0,0,0,1,26,27
3065.0,2016-10-06 18:44:00,0,0,0,1,26,27
3065.0,2016-10-06 18:47:00,0,0,0,1,26,27
3065.0,2016-10-06 18:50:00,0,0,0,1,26,27
3065.0,2016-10-06 18:53:00,0,0,0,1,26,27
3065.0,2016-10-06 18:56:00,0,0,0,1,26,27
3065.0,2016-10-06 18:59:00,0,0,0,1,26,27
3065.0,2016-10-06 19:02:00,0,0,0,1,26,27
3065.0,2016-10-06 19:05:00,0,0,0,1,26,27
3065.0,2016-10-06 19:08:00,0,0,0,1,26,27
3065.0,2016-10-06 19:11:00,0,0,0,1,26,27
3065.0,2016-10-06 19:14:00,0,0,0,1,26,27
3065.0,2016-10-06 19:17:00,0,0,0,1,26,27
3065.0,2016-10-06 19:20:00,0,0,0,1,26,27
3065.0,2016-10-06 19:23:00,0,0,0,1,26,27
3065.0,2016-10-06 19:26:00,0,0,0,1,26,27
3065.0,2016-10-06 19:29:00,0,0,0,1,26,27
3065.0,2016-10-06 19:32:00,0,0,0,1,26,27
3065.0,2016-10-06 19:35:00,0,0,0,1,26,27
3065.0,2016-10-06 19:38:00,0,0,0,1,26,27
3065.0,2016-10-06 19:41:00,0,0,0,1,26,27
3065.0,2016-10-06 19:44:00,0,0,0,1,26,27
3065.0,2016-10-06 19:47:00,0,0,0,1,26,27
3065.0,2016-10-06 19:50:00,0,0,0,1,26,27
3065.0,2016-10-06 19:53:00,1,0,-1,0,27,27
3065.0,2016-10-06 19:56:00,0,0,0,0,27,27
3065.0,2016-10-06 19:59:00,0,0,0,0,27,27
3065.0,2016-10-06 20:02:00,0,0,0,0,27,27
3065.0,2016-10-06 20:05:00,0,0,0,0,27,27
3065.0,2016-10-06 20:08:00,0,0,0,0,27,27
3065.0,2016-10-06 20:11:00,0,0,0,0,27,27
3065.0,2016-10-06 20:14:00,0,0,0,0,27,27
3065.0,2016-10-06 20:17:00,0,0,0,0,27,27
3065.0,2016-10-06 20:20:00,0,0,0,0,27,27
3065.0,2016-10-06 20:23:00,0,0,0,0,27,27
3065.0,2016-10-06 20:26:00,0,0,0,0,27,27
3065.0,2016-10-06 20:29:00,0,0,0,0,27,27
3065.0,2016-10-06 20:32:00,0,0,0,0,27,27
3065.0,2016-10-06 20:35:00,0,0,0,0,27,27
3065.0,2016-10-06 20:38:00,0,0,0,0,27,27
3065.0,2016-10-06 20:41:00,0,0,0,0,27,27
3065.0,2016-10-06 20:44:00,0,0,0,0,27,27
3065.0,2016-10-06 20:46:00,0,0,0,0,27,27
3065.0,2016-10-06 20:49:00,0,0,0,0,27,27
3065.0,2016-10-06 20:52:00,0,0,0,0,27,27
3065.0,2016-10-06 20:55:00,0,0,0,0,27,27
3065.0,2016-10-06 20:58:00,0,0,0,0,27,27
3065.0,2016-10-06 21:01:00,0,0,0,0,27,27
3065.0,2016-10-06 21:04:00,0,0,0,0,27,27
3065.0,2016-10-06 21:07:00,0,0,0,0,27,27
3065.0,2016-10-06 21:10:00,0,0,0,0,27,27
3065.0,2016-10-06 21:13:00,0,0,0,0,27,27
3065.0,2016-10-06 21:16:00,0,0,0,0,27,27
3065.0,2016-10-06 21:19:00,0,0,0,0,27,27
3065.0,2016-10-06 21:20:00,0,0,0,0,27,27
3065.0,2016-10-06 21:23:00,0,0,0,0,27,27
3065.0,2016-10-06 21:26:00,0,0,0,0,27,27
3065.0,2016-10-06 21:29:00,0,0,0,0,27,27
3065.0,2016-10-06 21:32:00,0,0,0,0,27,27
3065.0,2016-10-06 21:35:00,0,0,0,0,27,27
3065.0,2016-10-06 21:38:00,0,0,0,0,27,27
3065.0,2016-10-06 21:41:00,0,0,0,0,27,27
3065.0,2016-10-06 21:44:00,0,0,0,0,27,27
3065.0,2016-10-06 21:47:00,0,0,0,0,27,27
3065.0,2016-10-06 21:50:00,0,0,0,0,27,27
3065.0,2016-10-06 21:53:00,0,0,0,0,27,27
3065.0,2016-10-06 21:54:00,0,0,0,0,27,27
3065.0,2016-10-06 21:57:00,0,0,0,0,27,27
3065.0,2016-10-06 22:00:00,0,0,0,0,27,27
3065.0,2016-10-06 22:03:00,0,0,0,0,27,27
3065.0,2016-10-06 22:06:00,0,0,0,0,27,27
3065.0,2016-10-06 22:09:00,0,0,0,0,27,27
3065.0,2016-10-06 22:12:00,0,0,0,0,27,27
3065.0,2016-10-06 22:15:00,0,0,0,0,27,27
3065.0,2016-10-06 22:18:00,0,0,0,0,27,27
3065.0,2016-10-06 22:20:00,0,0,0,0,27,27
3065.0,2016-10-06 22:23:00,0,0,0,0,27,27
3065.0,2016-10-06 22:26:00,0,0,0,0,27,27
3065.0,2016-10-06 22:29:00,0,0,0,0,27,27
3065.0,2016-10-06 22:32:00,0,0,0,0,27,27
3065.0,2016-10-06 22:35:00,0,0,0,0,27,27
3065.0,2016-10-06 22:38:00,0,0,0,0,27,27
3065.0,2016-10-06 22:41:00,0,0,0,0,27,27
3065.0,2016-10-06 22:44:00,0,0,0,0,27,27
3065.0,2016-10-06 22:47:00,0,0,0,0,27,27
3065.0,2016-10-06 22:50:00,0,0,0,0,27,27
3065.0,2016-10-06 22:51:00,0,0,0,0,27,27
3065.0,2016-10-06 22:54:00,0,0,0,0,27,27
3065.0,2016-10-06 22:57:00,0,0,0,0,27,27
3065.0,2016-10-06 23:00:00,0,0,0,0,27,27
3065.0,2016-10-06 23:03:00,0,0,0,0,27,27
3065.0,2016-10-06 23:06:00,0,0,0,0,27,27
3065.0,2016-10-06 23:09:00,0,0,0,0,27,27
3065.0,2016-10-06 23:12:00,0,0,0,0,27,27
3065.0,2016-10-06 23:15:00,0,0,0,0,27,27
3065.0,2016-10-06 23:18:00,0,0,0,0,27,27
3065.0,2016-10-06 23:21:00,0,0,0,0,27,27
3065.0,2016-10-06 23:24:00,0,0,0,0,27,27
3065.0,2016-10-06 23:25:00,0,0,0,0,27,27
3065.0,2016-10-06 23:28:00,0,0,0,0,27,27
3065.0,2016-10-06 23:31:00,0,0,0,0,27,27
3065.0,2016-10-06 23:34:00,0,0,0,0,27,27
3065.0,2016-10-06 23:37:00,0,0,0,0,27,27
3065.0,2016-10-06 23:40:00,0,0,0,0,27,27
3065.0,2016-10-06 23:43:00,0,0,0,0,27,27
3065.0,2016-10-06 23:46:00,0,0,0,0,27,27
3065.0,2016-10-06 23:49:00,0,0,0,0,27,27
3065.0,2016-10-06 23:52:00,0,0,0,0,27,27
3065.0,2016-10-06 23:55:00,0,0,0,0,27,27
3065.0,2016-10-06 23:58:00,0,1,1,1,26,27
3065.0,2016-10-07 00:01:00,0,0,0,1,26,27
3065.0,2016-10-07 00:04:00,0,0,0,1,26,27
3065.0,2016-10-07 00:07:00,0,0,0,1,26,27
3065.0,2016-10-07 00:10:00,0,0,0,1,26,27
3065.0,2016-10-07 00:13:00,0,0,0,1,26,27
3065.0,2016-10-07 00:14:00,0,0,0,1,26,27
3065.0,2016-10-07 00:17:00,0,0,0,1,26,27
3065.0,2016-10-07 00:20:00,0,0,0,1,26,27
3065.0,2016-10-07 00:23:00,0,0,0,1,26,27
3065.0,2016-10-07 00:26:00,0,0,0,1,26,27
3065.0,2016-10-07 00:29:00,0,0,0,1,26,27
3065.0,2016-10-07 00:32:00,0,0,0,1,26,27
3065.0,2016-10-07 00:35:00,0,0,0,1,26,27
3065.0,2016-10-07 00:38:00,0,0,0,1,26,27
3065.0,2016-10-07 00:41:00,0,0,0,1,26,27
3065.0,2016-10-07 00:44:00,0,0,0,1,26,27
3065.0,2016-10-07 00:47:00,0,0,0,1,26,27
3065.0,2016-10-07 00:49:00,0,0,0,1,26,27
3065.0,2016-10-07 00:52:00,0,0,0,1,26,27
3065.0,2016-10-07 00:55:00,0,0,0,1,26,27
3065.0,2016-10-07 00:58:00,0,0,0,1,26,27
3065.0,2016-10-07 01:01:00,0,0,0,1,26,27
3065.0,2016-10-07 01:02:00,0,0,0,1,26,27
3065.0,2016-10-07 01:05:00,0,0,0,1,26,27
3065.0,2016-10-07 01:08:00,0,0,0,1,26,27
3065.0,2016-10-07 01:11:00,0,0,0,1,26,27
3065.0,2016-10-07 01:14:00,0,0,0,1,26,27
3065.0,2016-10-07 01:17:00,0,0,0,1,26,27
3065.0,2016-10-07 01:20:00,0,0,0,1,26,27
3065.0,2016-10-07 01:23:00,0,0,0,1,26,27
3065.0,2016-10-07 01:26:00,0,0,0,1,26,27
3065.0,2016-10-07 01:29:00,0,0,0,1,26,27
3065.0,2016-10-07 01:32:00,0,0,0,1,26,27
3065.0,2016-10-07 01:34:00,0,0,0,1,26,27
3065.0,2016-10-07 01:37:00,0,0,0,1,26,27
3065.0,2016-10-07 01:40:00,0,0,0,1,26,27
3065.0,2016-10-07 01:43:00,0,0,0,1,26,27
3065.0,2016-10-07 01:46:00,0,0,0,1,26,27
3065.0,2016-10-07 01:49:00,0,0,0,1,26,27
3065.0,2016-10-07 01:52:00,0,0,0,1,26,27
3065.0,2016-10-07 01:55:00,0,0,0,1,26,27
3065.0,2016-10-07 01:58:00,0,0,0,1,26,27
3065.0,2016-10-07 02:01:00,0,0,0,1,26,27
3065.0,2016-10-07 02:04:00,0,0,0,1,26,27
3065.0,2016-10-07 02:06:00,0,0,0,1,26,27
3065.0,2016-10-07 02:09:00,0,0,0,1,26,27
3065.0,2016-10-07 02:12:00,0,0,0,1,26,27
3065.0,2016-10-07 02:15:00,0,0,0,1,26,27
3065.0,2016-10-07 02:18:00,0,0,0,1,26,27
3065.0,2016-10-07 02:21:00,0,0,0,1,26,27
3065.0,2016-10-07 02:24:00,0,0,0,1,26,27
3065.0,2016-10-07 02:27:00,0,0,0,1,26,27
3065.0,2016-10-07 02:30:00,0,0,0,1,26,27
3065.0,2016-10-07 02:33:00,0,0,0,1,26,27
3065.0,2016-10-07 02:36:00,0,0,0,1,26,27
3065.0,2016-10-07 02:38:00,0,0,0,1,26,27
3065.0,2016-10-07 02:41:00,0,0,0,1,26,27
3065.0,2016-10-07 02:44:00,0,0,0,1,26,27
3065.0,2016-10-07 02:47:00,0,0,0,1,26,27
3065.0,2016-10-07 02:50:00,0,0,0,1,26,27
3065.0,2016-10-07 02:53:00,0,0,0,1,26,27
3065.0,2016-10-07 02:56:00,0,0,0,1,26,27
3065.0,2016-10-07 02:59:00,0,0,0,1,26,27
3065.0,2016-10-07 03:02:00,0,0,0,1,26,27
3065.0,2016-10-07 03:05:00,0,0,0,1,26,27
3065.0,2016-10-07 03:08:00,0,0,0,1,26,27
3065.0,2016-10-07 03:09:00,0,0,0,1,26,27
3065.0,2016-10-07 03:12:00,0,0,0,1,26,27
3065.0,2016-10-07 03:15:00,0,0,0,1,26,27
3065.0,2016-10-07 03:18:00,0,0,0,1,26,27
3065.0,2016-10-07 03:21:00,0,0,0,1,26,27
3065.0,2016-10-07 03:24:00,0,0,0,1,26,27
3065.0,2016-10-07 03:27:00,0,0,0,1,26,27
3065.0,2016-10-07 03:30:00,0,0,0,1,26,27
3065.0,2016-10-07 03:33:00,0,0,0,1,26,27
3065.0,2016-10-07 03:36:00,0,0,0,1,26,27
3065.0,2016-10-07 03:39:00,0,0,0,1,26,27
3065.0,2016-10-07 03:42:00,0,0,0,1,26,27
3065.0,2016-10-07 03:45:00,0,0,0,1,26,27
3065.0,2016-10-07 03:46:00,0,0,0,1,26,27
3065.0,2016-10-07 03:49:00,0,0,0,1,26,27
3065.0,2016-10-07 03:52:00,0,0,0,1,26,27
3065.0,2016-10-07 03:55:00,0,0,0,1,26,27
3065.0,2016-10-07 03:58:00,0,0,0,1,26,27
3065.0,2016-10-07 04:01:00,0,0,0,1,26,27
3065.0,2016-10-07 04:04:00,0,0,0,1,26,27
3065.0,2016-10-07 04:07:00,0,0,0,1,26,27
3065.0,2016-10-07 04:10:00,0,0,0,1,26,27
3065.0,2016-10-07 04:13:00,0,0,0,1,26,27
3065.0,2016-10-07 04:16:00,0,0,0,1,26,27
3065.0,2016-10-07 04:17:00,0,0,0,1,26,27
3065.0,2016-10-07 04:20:00,0,0,0,1,26,27
3065.0,2016-10-07 04:23:00,0,0,0,1,26,27
3065.0,2016-10-07 04:26:00,0,0,0,1,26,27
3065.0,2016-10-07 04:29:00,0,0,0,1,26,27
3065.0,2016-10-07 04:32:00,0,0,0,1,26,27
3065.0,2016-10-07 04:35:00,0,0,0,1,26,27
3065.0,2016-10-07 04:38:00,0,0,0,1,26,27
3065.0,2016-10-07 04:41:00,0,0,0,1,26,27
3065.0,2016-10-07 04:44:00,0,0,0,1,26,27
3065.0,2016-10-07 04:47:00,0,0,0,1,26,27
3065.0,2016-10-07 04:48:00,0,0,0,1,26,27
3065.0,2016-10-07 04:51:00,0,0,0,1,26,27
3065.0,2016-10-07 04:54:00,0,0,0,1,26,27
3065.0,2016-10-07 04:57:00,0,0,0,1,26,27
3065.0,2016-10-07 05:00:00,0,0,0,1,26,27
3065.0,2016-10-07 05:03:00,0,0,0,1,26,27
3065.0,2016-10-07 05:06:00,0,0,0,1,26,27
3065.0,2016-10-07 05:09:00,0,0,0,1,26,27
3065.0,2016-10-07 05:12:00,0,0,0,1,26,27
3065.0,2016-10-07 05:15:00,0,0,0,1,26,27
3065.0,2016-10-07 05:18:00,0,0,0,1,26,27
3065.0,2016-10-07 05:21:00,0,0,0,1,26,27
3065.0,2016-10-07 05:24:00,0,0,0,1,26,27
3065.0,2016-10-07 05:27:00,0,0,0,1,26,27
3065.0,2016-10-07 05:30:00,0,0,0,1,26,27
3065.0,2016-10-07 05:33:00,0,0,0,1,26,27
3065.0,2016-10-07 05:36:00,1,0,-1,0,27,27
3065.0,2016-10-07 05:39:00,0,0,0,0,27,27
3065.0,2016-10-07 05:42:00,0,0,0,0,27,27
3065.0,2016-10-07 05:45:00,0,0,0,0,27,27
3065.0,2016-10-07 05:48:00,0,0,0,0,27,27
3065.0,2016-10-07 05:51:00,0,0,0,0,27,27
3065.0,2016-10-07 05:54:00,0,0,0,0,27,27
3065.0,2016-10-07 05:55:00,0,0,0,0,27,27
3065.0,2016-10-07 05:58:00,0,0,0,0,27,27
3065.0,2016-10-07 06:01:00,0,0,0,0,27,27
3065.0,2016-10-07 06:04:00,0,1,1,1,26,27
3065.0,2016-10-07 06:07:00,0,0,0,1,26,27
3065.0,2016-10-07 06:10:00,0,0,0,1,26,27
3065.0,2016-10-07 06:13:00,0,0,0,1,26,27
3065.0,2016-10-07 06:16:00,0,0,0,1,26,27
3065.0,2016-10-07 06:19:00,0,0,0,1,26,27
3065.0,2016-10-07 06:22:00,0,0,0,1,26,27
3065.0,2016-10-07 06:25:00,0,0,0,1,26,27
3065.0,2016-10-07 06:28:00,0,0,0,1,26,27
3065.0,2016-10-07 06:30:00,0,0,0,1,26,27
3065.0,2016-10-07 06:33:00,0,0,0,1,26,27
3065.0,2016-10-07 06:36:00,0,0,0,1,26,27
3065.0,2016-10-07 06:39:00,0,0,0,1,26,27
3065.0,2016-10-07 06:42:00,0,0,0,1,26,27
3065.0,2016-10-07 06:45:00,0,0,0,1,26,27
3065.0,2016-10-07 06:48:00,0,0,0,1,26,27
3065.0,2016-10-07 06:51:00,0,0,0,1,26,27
3065.0,2016-10-07 06:54:00,0,0,0,1,26,27
3065.0,2016-10-07 06:57:00,0,0,0,1,26,27
3065.0,2016-10-07 07:00:00,0,0,0,1,26,27
3065.0,2016-10-07 07:03:00,0,0,0,1,26,27
3065.0,2016-10-07 07:06:00,0,0,0,1,26,27
3065.0,2016-10-07 07:09:00,0,0,0,1,26,27
3065.0,2016-10-07 07:12:00,0,0,0,1,26,27
3065.0,2016-10-07 07:15:00,0,0,0,1,26,27
3065.0,2016-10-07 07:18:00,0,0,0,1,26,27
3065.0,2016-10-07 07:21:00,0,0,0,1,26,27
3065.0,2016-10-07 07:24:00,0,0,0,1,26,27
3065.0,2016-10-07 07:27:00,0,0,0,1,26,27
3065.0,2016-10-07 07:30:00,0,0,0,1,26,27
3065.0,2016-10-07 07:33:00,0,0,0,1,26,27
3065.0,2016-10-07 07:36:00,0,0,0,1,26,27
3065.0,2016-10-07 07:39:00,0,0,0,1,26,27
3065.0,2016-10-07 07:42:00,0,0,0,1,26,27
3065.0,2016-10-07 07:45:00,0,0,0,1,26,27
3065.0,2016-10-07 07:48:00,0,1,1,2,25,27
3065.0,2016-10-07 07:51:00,0,0,0,2,25,27
3065.0,2016-10-07 07:54:00,0,0,0,2,25,27
3065.0,2016-10-07 07:57:00,0,0,0,2,25,27
3065.0,2016-10-07 08:00:00,0,0,0,2,25,27
3065.0,2016-10-07 08:03:00,0,0,0,2,25,27
3065.0,2016-10-07 08:06:00,0,0,0,2,25,27
3065.0,2016-10-07 08:09:00,0,0,0,2,25,27
3065.0,2016-10-07 08:12:00,0,0,0,2,25,27
3065.0,2016-10-07 08:15:00,0,0,0,2,25,27
3065.0,2016-10-07 08:18:00,0,1,1,3,24,27
3065.0,2016-10-07 08:21:00,0,0,0,3,24,27
3065.0,2016-10-07 08:24:00,0,0,0,3,24,27
3065.0,2016-10-07 08:27:00,0,0,0,3,24,27
3065.0,2016-10-07 08:30:00,0,0,0,3,24,27
3065.0,2016-10-07 08:33:00,0,0,0,3,24,27
3065.0,2016-10-07 08:36:00,0,0,0,3,24,27
3065.0,2016-10-07 08:39:00,0,0,0,3,24,27
3065.0,2016-10-07 08:42:00,0,0,0,3,24,27
3065.0,2016-10-07 08:45:00,0,0,0,3,24,27
3065.0,2016-10-07 08:48:00,0,0,0,3,24,27
3065.0,2016-10-07 08:51:00,0,0,0,3,24,27
3065.0,2016-10-07 08:54:00,0,0,0,3,24,27
3065.0,2016-10-07 08:55:00,0,0,0,3,24,27
3065.0,2016-10-07 08:58:00,0,0,0,3,24,27
3065.0,2016-10-07 09:01:00,0,0,0,3,24,27
3065.0,2016-10-07 09:04:00,0,0,0,3,24,27
3065.0,2016-10-07 09:07:00,0,1,1,4,23,27
3065.0,2016-10-07 09:10:00,0,0,0,4,23,27
3065.0,2016-10-07 09:13:00,0,0,0,4,23,27
3065.0,2016-10-07 09:16:00,0,0,0,4,23,27
3065.0,2016-10-07 09:19:00,0,0,0,4,23,27
3065.0,2016-10-07 09:22:00,0,0,0,4,23,27
3065.0,2016-10-07 09:25:00,0,0,0,4,23,27
3065.0,2016-10-07 09:28:00,0,0,0,4,23,27
3065.0,2016-10-07 09:30:00,0,0,0,4,23,27
3065.0,2016-10-07 09:33:00,0,0,0,4,23,27
3065.0,2016-10-07 09:36:00,0,0,0,4,23,27
3065.0,2016-10-07 09:39:00,0,0,0,4,23,27
3065.0,2016-10-07 09:42:00,0,0,0,4,23,27
3065.0,2016-10-07 09:45:00,0,0,0,4,23,27
3065.0,2016-10-07 09:48:00,0,0,0,4,23,27
3065.0,2016-10-07 09:51:00,0,0,0,4,23,27
3065.0,2016-10-07 09:54:00,0,0,0,4,23,27
3065.0,2016-10-07 09:57:00,0,0,0,4,23,27
3065.0,2016-10-07 10:00:00,0,0,0,4,23,27
3065.0,2016-10-07 10:03:00,0,0,0,4,23,27
3065.0,2016-10-07 10:05:00,0,0,0,4,23,27
3065.0,2016-10-07 10:08:00,0,0,0,4,23,27
3065.0,2016-10-07 10:11:00,0,0,0,4,23,27
3065.0,2016-10-07 10:14:00,0,1,1,5,22,27
3065.0,2016-10-07 10:17:00,0,0,0,5,22,27
3065.0,2016-10-07 10:20:00,0,0,0,5,22,27
3065.0,2016-10-07 10:23:00,0,0,0,5,22,27
3065.0,2016-10-07 10:26:00,0,0,0,5,22,27
3065.0,2016-10-07 10:29:00,0,0,0,5,22,27
3065.0,2016-10-07 10:32:00,0,0,0,5,22,27
3065.0,2016-10-07 10:35:00,0,0,0,5,22,27
3065.0,2016-10-07 10:38:00,0,0,0,5,22,27
3065.0,2016-10-07 10:41:00,0,0,0,5,22,27
3065.0,2016-10-07 10:44:00,0,1,1,6,21,27
3065.0,2016-10-07 10:47:00,0,0,0,6,21,27
3065.0,2016-10-07 10:50:00,0,0,0,6,21,27
3065.0,2016-10-07 10:53:00,0,0,0,6,21,27
3065.0,2016-10-07 10:55:00,0,1,1,7,20,27
3065.0,2016-10-07 10:58:00,1,0,-1,6,21,27
3065.0,2016-10-07 11:01:00,0,0,0,6,21,27
3065.0,2016-10-07 11:04:00,0,0,0,6,21,27
3065.0,2016-10-07 11:07:00,0,0,0,6,21,27
3065.0,2016-10-07 11:10:00,0,0,0,6,21,27
3065.0,2016-10-07 11:13:00,1,0,-1,5,22,27
3065.0,2016-10-07 11:16:00,0,2,2,7,20,27
3065.0,2016-10-07 11:19:00,2,0,-2,5,22,27
3065.0,2016-10-07 11:22:00,0,0,0,5,22,27
3065.0,2016-10-07 11:25:00,0,0,0,5,22,27
3065.0,2016-10-07 11:28:00,0,0,0,5,22,27
3065.0,2016-10-07 11:31:00,0,0,0,5,22,27
3065.0,2016-10-07 11:32:00,0,0,0,5,22,27
3065.0,2016-10-07 11:35:00,0,0,0,5,22,27
3065.0,2016-10-07 11:38:00,0,1,1,6,21,27
3065.0,2016-10-07 11:41:00,1,0,-1,5,22,27
3065.0,2016-10-07 11:44:00,0,0,0,5,22,27
3065.0,2016-10-07 11:47:00,0,0,0,5,22,27
3065.0,2016-10-07 11:50:00,1,0,-1,4,23,27
3065.0,2016-10-07 11:53:00,0,0,0,4,23,27
3065.0,2016-10-07 11:56:00,0,0,0,4,23,27
3065.0,2016-10-07 11:59:00,0,0,0,4,23,27
3065.0,2016-10-07 12:02:00,0,0,0,4,23,27
3065.0,2016-10-07 12:05:00,0,1,1,5,22,27
3065.0,2016-10-07 12:08:00,0,0,0,5,22,27
3065.0,2016-10-07 12:11:00,0,0,0,5,22,27
3065.0,2016-10-07 12:14:00,0,0,0,5,22,27
3065.0,2016-10-07 12:17:00,0,0,0,5,22,27
3065.0,2016-10-07 12:20:00,0,0,0,5,22,27
3065.0,2016-10-07 12:23:00,0,0,0,5,22,27
3065.0,2016-10-07 12:26:00,0,0,0,5,22,27
3065.0,2016-10-07 12:29:00,0,0,0,5,22,27
3065.0,2016-10-07 12:30:00,0,0,0,1,26,27
3065.0,2016-10-07 12:33:00,0,0,0,1,26,27
3065.0,2016-10-07 12:36:00,1,0,-1,0,27,27
